품목명,수집일,외부 일사량,내부온도,내부습도,내부CO2,지습
토마토,2021/06/19 4:00,25,18,99,515,27
토마토,2021/06/19 5:00,38,18,99,526,27
토마토,2021/06/19 6:00,97,19,99,513,27
토마토,2021/06/19 7:00,218,21,99,505,27
토마토,2021/06/19 8:00,307,22,98,499,27
토마토,2021/06/19 9:00,591,27,90,505,27
토마토,2021/06/19 10:00,834,30,81,527,25
토마토,2021/06/19 11:00,921,29,79,546,23
토마토,2021/06/19 12:00,950,28,78,533,22
토마토,2021/06/19 13:00,939,29,75,533,22
토마토,2021/06/19 14:00,842,29,71,535,21
토마토,2021/06/19 15:00,698,29,67,530,20
토마토,2021/06/19 16:00,441,28,72,528,20
토마토,2021/06/19 17:00,308,28,74,523,19
토마토,2021/06/19 18:00,130,27,75,530,19
토마토,2021/06/19 19:00,45,24,84,522,18
토마토,2021/06/19 20:00,26,23,90,520,17
토마토,2021/06/19 21:00,20,22,94,519,17
토마토,2021/06/19 22:00,24,20,95,519,16
토마토,2021/06/19 23:00,24,19,95,519,16
토마토,2021/06/20 0:00,21,20,97,519,16
토마토,2021/06/20 1:00,24,20,97,519,16
토마토,2021/06/20 2:00,27,20,97,519,16
토마토,2021/06/20 3:00,24,20,97,519,16
토마토,2021/06/20 4:00,27,20,96,519,15
토마토,2021/06/20 5:00,36,20,96,517,15
토마토,2021/06/20 6:00,93,20,94,515,15
토마토,2021/06/20 7:00,190,21,90,523,15
토마토,2021/06/20 8:00,440,23,82,524,16
토마토,2021/06/20 9:00,663,26,71,526,16
토마토,2021/06/20 10:00,741,28,55,530,16
토마토,2021/06/20 11:00,721,30,43,535,16
토마토,2021/06/20 12:00,687,31,44,541,16
토마토,2021/06/20 13:00,893,32,44,543,15
토마토,2021/06/20 14:00,825,34,38,549,15
토마토,2021/06/20 15:00,544,33,38,548,15
토마토,2021/06/20 16:00,408,32,38,544,14
토마토,2021/06/20 17:00,249,31,43,542,13
토마토,2021/06/20 18:00,127,28,55,532,13
토마토,2021/06/20 19:00,52,25,66,531,12
토마토,2021/06/20 20:00,26,22,77,535,11
토마토,2021/06/20 21:00,27,21,84,540,10
토마토,2021/06/20 22:00,26,20,87,547,9
토마토,2021/06/20 23:00,27,19,89,549,9
토마토,2021/06/21 0:00,30,18,90,551,9
토마토,2021/06/21 1:00,28,18,90,547,8
토마토,2021/06/21 2:00,29,18,91,551,8
토마토,2021/06/21 3:00,28,17,92,546,8
토마토,2021/06/21 4:00,29,17,91,551,8
토마토,2021/06/21 5:00,34,17,92,550,8
토마토,2021/06/21 6:00,92,17,91,552,8
토마토,2021/06/21 7:00,200,19,88,549,8
토마토,2021/06/21 8:00,424,23,78,542,9
토마토,2021/06/21 9:00,667,27,66,541,10
토마토,2021/06/21 10:00,710,29,54,548,10
토마토,2021/06/21 11:00,816,31,42,538,11
토마토,2021/06/21 12:00,587,31,40,544,11
토마토,2021/06/21 13:00,674,33,38,549,11
토마토,2021/06/21 14:00,693,33,33,555,11
토마토,2021/06/21 15:00,760,34,31,558,11
토마토,2021/06/21 16:00,580,34,30,559,11
토마토,2021/06/21 17:00,349,32,34,549,11
토마토,2021/06/21 18:00,144,30,38,538,10
토마토,2021/06/21 19:00,43,26,53,536,10
토마토,2021/06/21 20:00,25,22,70,542,9
토마토,2021/06/21 21:00,28,20,80,545,8
토마토,2021/06/21 22:00,27,19,83,546,7
토마토,2021/06/21 23:00,29,18,86,550,7
토마토,2021/06/22 0:00,28,18,88,547,7
토마토,2021/06/22 1:00,29,18,89,546,7
토마토,2021/06/22 2:00,27,18,89,549,7
토마토,2021/06/22 3:00,28,18,89,548,7
토마토,2021/06/22 4:00,29,17,88,554,6
토마토,2021/06/22 5:00,37,17,90,551,6
토마토,2021/06/22 6:00,86,19,91,533,6
토마토,2021/06/22 7:00,230,21,87,526,7
토마토,2021/06/22 8:00,448,24,75,515,8
토마토,2021/06/22 9:00,646,26,65,524,8
토마토,2021/06/22 10:00,792,27,62,532,9
토마토,2021/06/22 11:00,809,28,58,543,9
토마토,2021/06/22 12:00,831,30,53,543,10
토마토,2021/06/22 13:00,835,31,50,554,10
토마토,2021/06/22 14:00,643,31,52,554,10
토마토,2021/06/22 15:00,501,31,53,549,10
토마토,2021/06/22 16:00,431,30,54,539,10
토마토,2021/06/22 17:00,163,28,63,529,9
토마토,2021/06/22 18:00,109,26,68,521,9
토마토,2021/06/22 19:00,44,25,71,519,8
토마토,2021/06/22 20:00,27,23,77,520,8
토마토,2021/06/22 21:00,26,23,80,516,8
토마토,2021/06/22 22:00,27,22,81,512,8
토마토,2021/06/22 23:00,27,22,83,511,7
토마토,2021/06/23 0:00,28,22,84,511,7
토마토,2021/06/23 1:00,28,21,85,513,7
토마토,2021/06/23 2:00,29,21,84,512,7
토마토,2021/06/23 3:00,28,21,85,510,7
토마토,2021/06/23 4:00,29,20,87,513,7
토마토,2021/06/23 5:00,33,21,87,522,7
토마토,2021/06/23 6:00,83,21,87,520,7
토마토,2021/06/23 7:00,140,22,82,509,7
토마토,2021/06/23 8:00,249,23,76,509,7
토마토,2021/06/23 9:00,357,24,71,511,7
토마토,2021/06/23 10:00,565,26,68,514,8
토마토,2021/06/23 11:00,454,27,62,525,8
토마토,2021/06/23 12:00,393,27,63,519,8
토마토,2021/06/23 13:00,379,27,63,520,8
토마토,2021/06/23 14:00,341,27,60,527,7
토마토,2021/06/23 15:00,189,27,61,522,5
토마토,2021/06/23 16:00,155,27,62,518,5
토마토,2021/06/23 17:00,156,28,61,518,5
토마토,2021/06/23 18:00,77,26,65,517,5
토마토,2021/06/23 19:00,37,23,74,510,4
토마토,2021/06/23 20:00,28,22,81,508,4
토마토,2021/06/23 21:00,28,21,90,515,4
토마토,2021/06/23 22:00,26,21,93,525,4
토마토,2021/06/23 23:00,26,21,95,521,4
토마토,2021/06/24 0:00,27,20,95,525,4
토마토,2021/06/24 1:00,28,19,95,521,4
토마토,2021/06/24 2:00,28,18,95,535,3
토마토,2021/06/24 3:00,28,19,95,534,3
토마토,2021/06/24 4:00,29,18,95,534,3
토마토,2021/06/24 5:00,43,18,95,537,3
토마토,2021/06/24 6:00,90,21,87,534,3
토마토,2021/06/24 7:00,200,26,70,532,4
토마토,2021/06/24 8:00,366,30,56,535,4
토마토,2021/06/24 9:00,420,32,49,543,5
토마토,2021/06/24 10:00,678,37,37,560,6
토마토,2021/06/24 11:00,722,39,31,580,6
토마토,2021/06/24 12:00,712,39,29,588,6
토마토,2021/06/24 13:00,614,32,43,550,6
토마토,2021/06/24 14:00,567,31,46,537,5
토마토,2021/06/24 15:00,217,29,52,526,5
토마토,2021/06/24 16:00,227,28,59,519,5
토마토,2021/06/24 17:00,147,27,62,515,4
토마토,2021/06/24 18:00,60,26,67,514,4
토마토,2021/06/24 19:00,35,25,70,514,4
토마토,2021/06/24 20:00,28,23,74,516,4
토마토,2021/06/24 21:00,29,23,78,514,4
토마토,2021/06/24 22:00,28,22,84,524,3
토마토,2021/06/24 23:00,27,21,87,532,3
토마토,2021/06/25 0:00,29,20,88,536,3
토마토,2021/06/25 1:00,29,20,89,538,3
토마토,2021/06/25 2:00,27,19,90,539,3
토마토,2021/06/25 3:00,27,19,90,540,3
토마토,2021/06/25 4:00,29,19,91,544,2
토마토,2021/06/25 5:00,39,19,93,534,2
토마토,2021/06/25 6:00,74,19,91,546,2
토마토,2021/06/25 7:00,242,21,86,534,3
토마토,2021/06/25 8:00,431,24,76,512,3
토마토,2021/06/25 9:00,652,28,63,520,4
토마토,2021/06/25 10:00,798,31,49,532,4
토마토,2021/06/25 11:00,903,34,42,549,4
토마토,2021/06/25 12:00,927,35,39,559,5
토마토,2021/06/25 13:00,745,35,36,561,5
토마토,2021/06/25 14:00,647,33,39,553,5
토마토,2021/06/25 15:00,513,33,39,553,5
토마토,2021/06/25 16:00,251,32,47,538,4
토마토,2021/06/25 17:00,202,34,46,530,4
토마토,2021/06/25 18:00,115,30,56,524,4
토마토,2021/06/25 19:00,46,27,66,520,4
토마토,2021/06/25 20:00,28,25,75,519,4
토마토,2021/06/25 21:00,28,24,79,520,3
토마토,2021/06/25 22:00,29,24,80,519,3
토마토,2021/06/25 23:00,29,23,81,521,3
토마토,2021/06/26 0:00,27,23,83,527,3
토마토,2021/06/26 1:00,28,23,84,533,3
토마토,2021/06/26 2:00,26,22,85,538,3
토마토,2021/06/26 3:00,27,22,86,533,2
토마토,2021/06/26 4:00,27,22,87,540,2
토마토,2021/06/26 5:00,30,21,87,541,2
토마토,2021/06/26 6:00,52,22,87,535,2
토마토,2021/06/26 7:00,87,23,85,540,2
토마토,2021/06/26 8:00,208,26,78,534,3
토마토,2021/06/26 9:00,409,32,61,530,3
토마토,2021/06/26 10:00,619,40,41,536,4
토마토,2021/06/26 11:00,757,45,30,558,4
토마토,2021/06/26 12:00,901,34,40,586,4
토마토,2021/06/26 13:00,787,35,38,573,4
토마토,2021/06/26 14:00,789,35,34,559,4
토마토,2021/06/26 15:00,666,35,35,559,4
토마토,2021/06/26 16:00,382,33,40,551,4
토마토,2021/06/26 17:00,152,29,49,533,4
토마토,2021/06/26 18:00,116,28,59,523,4
토마토,2021/06/26 19:00,41,26,67,519,3
토마토,2021/06/26 20:00,26,25,65,520,3
토마토,2021/06/26 21:00,29,25,66,523,3
토마토,2021/06/26 22:00,27,24,67,522,3
토마토,2021/06/26 23:00,29,23,73,528,3
토마토,2021/06/27 0:00,29,23,78,534,3
토마토,2021/06/27 1:00,28,21,82,535,2
토마토,2021/06/27 2:00,27,21,85,538,2
토마토,2021/06/27 3:00,27,20,86,544,2
토마토,2021/06/27 4:00,29,20,88,540,1
토마토,2021/06/27 5:00,39,20,89,540,1
토마토,2021/06/27 6:00,88,21,86,538,2
토마토,2021/06/27 7:00,234,25,72,539,2
토마토,2021/06/27 8:00,437,28,59,531,3
토마토,2021/06/27 9:00,626,31,49,542,4
토마토,2021/06/27 10:00,780,34,44,552,4
토마토,2021/06/27 11:00,689,34,42,561,4
토마토,2021/06/27 12:00,318,31,49,546,4
토마토,2021/06/27 13:00,356,31,48,545,4
토마토,2021/06/27 14:00,547,34,42,565,4
토마토,2021/06/27 15:00,204,31,48,555,4
토마토,2021/06/27 16:00,157,29,53,539,4
토마토,2021/06/27 17:00,221,30,54,534,3
토마토,2021/06/27 18:00,86,29,57,532,3
토마토,2021/06/27 19:00,34,26,68,531,3
토마토,2021/06/27 20:00,26,25,74,535,3
토마토,2021/06/27 21:00,28,24,82,537,2
토마토,2021/06/27 22:00,26,23,84,534,2
토마토,2021/06/27 23:00,27,23,80,519,2
토마토,2021/06/28 0:00,27,23,82,524,2
토마토,2021/06/28 1:00,28,23,83,529,2
토마토,2021/06/28 2:00,28,23,85,535,2
토마토,2021/06/28 3:00,28,23,85,530,2
토마토,2021/06/28 4:00,27,22,88,537,2
토마토,2021/06/28 5:00,34,22,89,537,2
토마토,2021/06/28 6:00,75,22,88,545,2
토마토,2021/06/28 7:00,206,25,79,553,2
토마토,2021/06/28 8:00,401,29,62,542,3
토마토,2021/06/28 9:00,588,32,50,550,3
토마토,2021/06/28 10:00,458,32,50,549,3
토마토,2021/06/28 11:00,609,35,45,559,4
토마토,2021/06/28 12:00,470,33,49,549,4
토마토,2021/06/28 13:00,492,35,44,565,4
토마토,2021/06/28 14:00,292,26,71,528,3
토마토,2021/06/28 15:00,291,27,73,522,3
파프리카,2020/08/20 0:00,2,26,100,418,46
파프리카,2020/08/20 1:00,1,26,100,424,46
파프리카,2020/08/20 2:00,1,26,100,433,45
파프리카,2020/08/20 3:00,1,25,100,435,45
파프리카,2020/08/20 4:00,1,25,100,433,46
파프리카,2020/08/20 5:00,3,25,100,430,45
파프리카,2020/08/20 6:00,58,25,100,413,45
파프리카,2020/08/20 7:00,232,27,96,371,45
파프리카,2020/08/20 8:00,441,31,90,352,46
파프리카,2020/08/20 9:00,647,33,88,320,47
파프리카,2020/08/20 10:00,797,35,88,301,47
파프리카,2020/08/20 11:00,907,37,88,280,47
파프리카,2020/08/20 12:00,944,39,88,273,47
파프리카,2020/08/20 13:00,909,39,88,268,47
파프리카,2020/08/20 14:00,821,39,88,268,47
파프리카,2020/08/20 15:00,649,39,90,271,47
파프리카,2020/08/20 16:00,419,36,93,294,47
파프리카,2020/08/20 17:00,225,34,93,295,46
파프리카,2020/08/20 18:00,53,32,95,297,46
파프리카,2020/08/20 19:00,4,30,97,320,46
파프리카,2020/08/20 20:00,1,29,98,335,46
파프리카,2020/08/20 21:00,1,28,99,349,46
파프리카,2020/08/20 22:00,2,27,99,363,45
파프리카,2020/08/20 23:00,1,26,99,386,45
파프리카,2020/08/21 0:00,1,25,99,406,45
파프리카,2020/08/21 1:00,1,25,99,412,45
파프리카,2020/08/21 2:00,1,24,99,427,45
파프리카,2020/08/21 3:00,1,24,99,427,45
파프리카,2020/08/21 4:00,1,23,100,438,45
파프리카,2020/08/21 5:00,3,23,100,436,44
파프리카,2020/08/21 6:00,51,23,100,438,45
파프리카,2020/08/21 7:00,216,26,95,369,45
파프리카,2020/08/21 8:00,433,30,89,327,45
파프리카,2020/08/21 9:00,650,33,88,309,45
파프리카,2020/08/21 10:00,785,35,89,297,45
파프리카,2020/08/21 11:00,974,37,90,291,45
파프리카,2020/08/21 12:00,657,37,91,292,45
파프리카,2020/08/21 13:00,704,36,91,297,45
파프리카,2020/08/21 14:00,748,37,91,292,45
파프리카,2020/08/21 15:00,614,37,91,288,45
파프리카,2020/08/21 16:00,432,36,92,286,45
파프리카,2020/08/21 17:00,138,33,94,278,45
파프리카,2020/08/21 18:00,54,31,96,284,45
파프리카,2020/08/21 19:00,2,29,98,299,44
파프리카,2020/08/21 20:00,1,28,99,322,44
파프리카,2020/08/21 21:00,2,27,99,333,44
파프리카,2020/08/21 22:00,1,26,99,345,44
파프리카,2020/08/21 23:00,2,26,100,353,44
파프리카,2020/08/22 0:00,1,26,100,329,44
파프리카,2020/08/22 1:00,2,26,99,321,44
파프리카,2020/08/22 2:00,2,26,97,309,44
파프리카,2020/08/22 3:00,1,25,98,316,43
파프리카,2020/08/22 4:00,1,25,99,329,44
파프리카,2020/08/22 5:00,5,24,99,361,44
파프리카,2020/08/22 6:00,116,24,99,348,43
파프리카,2020/08/22 7:00,281,28,91,308,44
파프리카,2020/08/22 8:00,343,30,91,292,44
파프리카,2020/08/22 9:00,373,31,91,285,44
파프리카,2020/08/22 10:00,285,31,93,287,44
파프리카,2020/08/22 11:00,388,32,92,284,45
파프리카,2020/08/22 12:00,670,35,91,280,45
파프리카,2020/08/22 13:00,375,34,94,282,45
파프리카,2020/08/22 14:00,452,34,94,282,46
파프리카,2020/08/22 15:00,500,35,93,283,46
파프리카,2020/08/22 16:00,376,33,92,274,46
파프리카,2020/08/22 17:00,93,31,94,275,46
파프리카,2020/08/22 18:00,24,30,96,284,46
파프리카,2020/08/22 19:00,2,28,98,292,45
파프리카,2020/08/22 20:00,2,27,99,314,45
파프리카,2020/08/22 21:00,1,27,99,329,45
파프리카,2020/08/22 22:00,1,26,100,342,45
파프리카,2020/08/22 23:00,2,26,100,352,45
파프리카,2020/08/23 0:00,1,25,99,350,45
파프리카,2020/08/23 1:00,1,25,100,360,45
파프리카,2020/08/23 2:00,1,25,100,356,45
파프리카,2020/08/23 3:00,1,25,100,360,44
파프리카,2020/08/23 4:00,1,24,100,371,44
파프리카,2020/08/23 5:00,2,24,100,383,44
파프리카,2020/08/23 6:00,38,24,100,378,45
파프리카,2020/08/23 7:00,203,27,95,345,44
파프리카,2020/08/23 8:00,356,29,91,322,45
파프리카,2020/08/23 9:00,379,31,91,309,45
파프리카,2020/08/23 10:00,414,33,91,296,46
파프리카,2020/08/23 11:00,693,34,92,290,47
파프리카,2020/08/23 12:00,913,37,91,280,47
파프리카,2020/08/23 13:00,879,38,92,275,48
파프리카,2020/08/23 14:00,497,36,92,277,48
파프리카,2020/08/23 15:00,526,35,92,276,48
파프리카,2020/08/23 16:00,445,34,92,273,48
파프리카,2020/08/23 17:00,223,33,93,275,47
파프리카,2020/08/23 18:00,47,30,96,280,47
파프리카,2020/08/23 19:00,2,28,98,300,47
파프리카,2020/08/23 20:00,1,27,99,321,47
파프리카,2020/08/23 21:00,2,27,99,342,46
파프리카,2020/08/23 22:00,2,26,100,362,46
파프리카,2020/08/23 23:00,1,26,100,374,47
파프리카,2020/08/24 0:00,1,25,100,369,47
파프리카,2020/08/24 1:00,2,25,100,383,46
파프리카,2020/08/24 2:00,1,24,100,379,46
파프리카,2020/08/24 3:00,1,24,100,395,46
파프리카,2020/08/24 4:00,1,24,100,411,46
파프리카,2020/08/24 5:00,3,24,100,401,46
파프리카,2020/08/24 6:00,52,24,100,388,46
파프리카,2020/08/24 7:00,200,27,96,361,46
파프리카,2020/08/24 8:00,418,30,90,324,47
파프리카,2020/08/24 9:00,610,33,90,302,47
파프리카,2020/08/24 10:00,651,34,91,292,48
파프리카,2020/08/24 11:00,643,35,91,280,49
파프리카,2020/08/24 12:00,682,35,93,278,49
파프리카,2020/08/24 13:00,906,37,89,272,49
파프리카,2020/08/24 14:00,806,38,91,269,49
파프리카,2020/08/24 15:00,647,37,92,271,49
파프리카,2020/08/24 16:00,459,36,93,274,49
파프리카,2020/08/24 17:00,228,34,94,270,48
파프리카,2020/08/24 18:00,48,31,96,278,48
파프리카,2020/08/24 19:00,2,29,98,293,48
파프리카,2020/08/24 20:00,1,28,98,316,48
파프리카,2020/08/24 21:00,1,27,99,335,48
파프리카,2020/08/24 22:00,1,26,99,350,48
파프리카,2020/08/24 23:00,1,26,99,367,47
파프리카,2020/08/25 0:00,1,25,100,371,48
파프리카,2020/08/25 1:00,1,25,100,377,47
파프리카,2020/08/25 2:00,2,24,100,394,47
파프리카,2020/08/25 3:00,1,24,100,401,47
파프리카,2020/08/25 4:00,1,24,100,389,47
파프리카,2020/08/25 5:00,2,24,100,391,47
파프리카,2020/08/25 6:00,50,24,100,398,47
파프리카,2020/08/25 7:00,208,27,96,351,47
파프리카,2020/08/25 8:00,404,30,90,331,48
파프리카,2020/08/25 9:00,606,34,89,318,49
파프리카,2020/08/25 10:00,767,35,89,302,49
파프리카,2020/08/25 11:00,845,37,91,283,49
파프리카,2020/08/25 12:00,839,38,92,272,49
파프리카,2020/08/25 13:00,475,36,93,272,49
파프리카,2020/08/25 14:00,598,36,93,274,49
파프리카,2020/08/25 15:00,621,37,93,273,49
파프리카,2020/08/25 16:00,431,36,93,276,49
파프리카,2020/08/25 17:00,230,35,93,278,49
파프리카,2020/08/25 18:00,44,32,96,285,49
파프리카,2020/08/25 19:00,2,30,98,299,48
파프리카,2020/08/25 20:00,1,29,98,321,48
파프리카,2020/08/25 21:00,1,28,99,339,48
파프리카,2020/08/25 22:00,1,27,100,346,48
파프리카,2020/08/25 23:00,2,27,100,352,48
파프리카,2020/08/26 0:00,1,27,99,333,48
파프리카,2020/08/26 1:00,1,27,99,331,48
파프리카,2020/08/26 2:00,1,27,99,341,48
파프리카,2020/08/26 3:00,1,27,100,360,48
파프리카,2020/08/26 4:00,1,27,100,353,47
파프리카,2020/08/26 5:00,2,27,100,345,48
파프리카,2020/08/26 6:00,39,27,100,349,47
파프리카,2020/08/26 7:00,115,29,97,322,48
파프리카,2020/08/26 8:00,157,30,94,288,47
파프리카,2020/08/26 9:00,182,31,95,283,48
파프리카,2020/08/26 10:00,362,33,94,274,48
파프리카,2020/08/26 11:00,458,34,91,276,49
파프리카,2020/08/26 12:00,439,35,92,272,48
파프리카,2020/08/26 13:00,530,35,93,272,48
파프리카,2020/08/26 14:00,570,36,92,268,48
파프리카,2020/08/26 15:00,255,34,95,270,48
파프리카,2020/08/26 16:00,174,32,96,269,48
파프리카,2020/08/26 17:00,89,31,97,273,48
파프리카,2020/08/26 18:00,17,30,98,281,48
파프리카,2020/08/26 19:00,1,29,98,282,48
파프리카,2020/08/26 20:00,1,29,97,285,48
파프리카,2020/08/26 21:00,1,29,98,286,47
파프리카,2020/08/26 22:00,1,29,98,296,48
파프리카,2020/08/26 23:00,1,29,98,305,47
파프리카,2020/08/27 0:00,2,28,99,313,47
파프리카,2020/08/27 1:00,1,28,98,314,47
파프리카,2020/08/27 2:00,1,28,98,315,47
파프리카,2020/08/27 3:00,1,28,99,315,47
파프리카,2020/08/27 4:00,1,27,100,330,47
파프리카,2020/08/27 5:00,1,26,100,342,47
파프리카,2020/08/27 6:00,2,26,100,348,47
파프리카,2020/08/27 7:00,17,26,100,362,47
파프리카,2020/08/27 8:00,75,27,100,355,47
파프리카,2020/08/27 9:00,188,28,97,293,47
파프리카,2020/08/27 10:00,224,29,94,284,48
파프리카,2020/08/27 11:00,302,29,96,285,48
파프리카,2020/08/27 12:00,333,30,95,282,48
파프리카,2020/08/27 13:00,292,30,95,280,48
파프리카,2020/08/27 14:00,353,31,94,279,47
파프리카,2020/08/27 15:00,260,31,96,275,47
파프리카,2020/08/27 16:00,174,33,96,262,48
파프리카,2020/08/27 17:00,134,30,96,281,47
파프리카,2020/08/27 18:00,37,29,98,287,47
파프리카,2020/08/27 19:00,2,28,99,301,47
파프리카,2020/08/27 20:00,1,27,100,316,47
파프리카,2020/08/27 21:00,2,27,100,313,47
파프리카,2020/08/27 22:00,1,27,100,321,47
파프리카,2020/08/27 23:00,1,27,100,337,47
파프리카,2020/08/28 0:00,1,27,100,352,46
파프리카,2020/08/28 1:00,1,27,100,366,47
파프리카,2020/08/28 2:00,1,27,100,383,47
파프리카,2020/08/28 3:00,1,27,100,399,47
파프리카,2020/08/28 4:00,2,27,100,414,47
파프리카,2020/08/28 5:00,2,26,100,424,47
파프리카,2020/08/28 6:00,27,26,100,432,46
파프리카,2020/08/28 7:00,101,27,100,349,47
파프리카,2020/08/28 8:00,242,30,96,315,47
파프리카,2020/08/28 9:00,363,31,93,285,47
파프리카,2020/08/28 10:00,426,32,93,283,48
파프리카,2020/08/28 11:00,445,33,92,278,49
파프리카,2020/08/28 12:00,429,34,93,273,49
파프리카,2020/08/28 13:00,405,33,93,274,49
파프리카,2020/08/28 14:00,217,32,95,273,49
파프리카,2020/08/28 15:00,276,32,95,275,48
파프리카,2020/08/28 16:00,490,33,94,277,48
파프리카,2020/08/28 17:00,196,33,95,277,48
파프리카,2020/08/28 18:00,28,30,98,283,48
파프리카,2020/08/28 19:00,2,29,98,297,48
파프리카,2020/08/28 20:00,1,28,99,297,47
파프리카,2020/08/28 21:00,1,27,99,304,47
파프리카,2020/08/28 22:00,1,27,99,306,47
파프리카,2020/08/28 23:00,2,27,99,321,47
파프리카,2020/08/29 0:00,2,26,100,339,47
파프리카,2020/08/29 1:00,1,26,100,337,47
파프리카,2020/08/29 2:00,1,26,100,355,47
파프리카,2020/08/29 3:00,1,26,100,370,47
파프리카,2020/08/29 4:00,2,26,100,345,47
파프리카,2020/08/29 5:00,2,25,100,336,47
파프리카,2020/08/29 6:00,21,25,100,357,46
파프리카,2020/08/29 7:00,210,27,97,329,46
파프리카,2020/08/29 8:00,286,30,92,300,47
파프리카,2020/08/29 9:00,406,32,91,289,48
파프리카,2020/08/29 10:00,453,33,92,277,49
파프리카,2020/08/29 11:00,818,36,89,271,49
파프리카,2020/08/29 12:00,870,37,92,271,49
파프리카,2020/08/29 13:00,906,36,93,271,49
파프리카,2020/08/29 14:00,637,36,93,270,49
파프리카,2020/08/29 15:00,626,35,94,271,49
파프리카,2020/08/29 16:00,476,35,93,270,49
파프리카,2020/08/29 17:00,241,34,94,271,49
파프리카,2020/08/29 18:00,30,31,97,277,48
파프리카,2020/08/29 19:00,1,30,99,288,48
파프리카,2020/08/29 20:00,1,29,99,304,48
파프리카,2020/08/29 21:00,1,28,99,318,48
파프리카,2020/08/29 22:00,1,27,99,324,48
파프리카,2020/08/29 23:00,1,27,100,338,48
파프리카,2020/08/30 0:00,2,26,100,362,47
파프리카,2020/08/30 1:00,2,26,99,379,47
파프리카,2020/08/30 2:00,2,26,100,401,48
파프리카,2020/08/30 3:00,1,25,100,407,47
파프리카,2020/08/30 4:00,1,25,100,432,47
파프리카,2020/08/30 5:00,1,25,100,440,47
파프리카,2020/08/30 6:00,15,25,100,419,47
파프리카,2020/08/30 7:00,168,27,99,383,47
파프리카,2020/08/30 8:00,301,29,93,331,48
파프리카,2020/08/30 9:00,671,33,89,300,50
파프리카,2020/08/30 10:00,797,35,89,288,50
파프리카,2020/08/30 11:00,870,36,91,282,50
파프리카,2020/08/30 12:00,842,36,91,275,50
파프리카,2020/08/30 13:00,869,38,92,271,51
파프리카,2020/08/30 14:00,806,38,92,269,50
파프리카,2020/08/30 15:00,164,35,95,272,50
파프리카,2020/08/30 16:00,49,31,97,278,50
파프리카,2020/08/30 17:00,27,30,97,288,50
파프리카,2020/08/30 18:00,18,28,98,300,50
파프리카,2020/08/30 19:00,1,27,98,317,49
파프리카,2020/08/30 20:00,1,27,99,342,49
파프리카,2020/08/30 21:00,1,27,99,349,49
파프리카,2020/08/30 22:00,1,27,100,359,49
파프리카,2020/08/30 23:00,1,26,100,353,49
파프리카,2020/08/31 0:00,2,26,98,319,49
파프리카,2020/08/31 1:00,1,26,99,327,49
파프리카,2020/08/31 2:00,1,26,100,335,48
파프리카,2020/08/31 3:00,1,26,100,355,48
파프리카,2020/08/31 4:00,1,25,100,359,49
파프리카,2020/08/31 5:00,1,25,100,377,49
파프리카,2020/08/31 6:00,24,25,100,375,48
파프리카,2020/08/31 7:00,110,26,99,358,48
파프리카,2020/08/31 8:00,283,28,92,307,49
파프리카,2020/08/31 9:00,405,30,92,289,49
파프리카,2020/08/31 10:00,273,31,92,281,49
파프리카,2020/08/31 11:00,251,30,93,282,50
파프리카,2020/08/31 12:00,510,31,92,275,49
파프리카,2020/08/31 13:00,595,32,92,271,49
파프리카,2020/08/31 14:00,629,33,93,272,49
파프리카,2020/08/31 15:00,499,32,94,271,49
파프리카,2020/08/31 16:00,314,31,95,270,49
파프리카,2020/08/31 17:00,209,31,95,273,48
파프리카,2020/08/31 18:00,20,28,98,281,48
파프리카,2020/08/31 19:00,1,26,99,294,48
파프리카,2020/08/31 20:00,1,26,99,307,48
파프리카,2020/08/31 21:00,1,25,99,320,47
파프리카,2020/08/31 22:00,1,25,100,333,47
파프리카,2020/08/31 23:00,1,24,98,315,47
파프리카,2020/09/01 0:00,1,24,96,303,47
파프리카,2020/09/01 1:00,2,24,97,306,47
파프리카,2020/09/01 2:00,1,24,97,308,47
파프리카,2020/09/01 3:00,1,23,99,324,47
파프리카,2020/09/01 4:00,1,23,100,343,47
파프리카,2020/09/01 5:00,2,23,100,338,46
파프리카,2020/09/01 6:00,23,23,99,350,47
파프리카,2020/09/01 7:00,109,24,97,332,47
파프리카,2020/09/01 8:00,225,26,94,308,48
파프리카,2020/09/01 9:00,477,28,92,293,49
파프리카,2020/09/01 10:00,655,32,91,282,49
파프리카,2020/09/01 11:00,441,32,94,273,49
파프리카,2020/09/01 12:00,579,33,93,269,49
파프리카,2020/09/01 13:00,534,34,94,269,49
파프리카,2020/09/01 14:00,480,34,94,270,49
파프리카,2020/09/01 15:00,218,32,96,271,48
파프리카,2020/09/01 16:00,175,31,97,273,48
파프리카,2020/09/01 17:00,74,29,98,278,48
파프리카,2020/09/01 18:00,13,28,99,283,48
파프리카,2020/09/01 19:00,2,27,99,318,48
파프리카,2020/09/01 20:00,1,27,100,342,48
파프리카,2020/09/01 21:00,2,27,100,355,47
파프리카,2020/09/01 22:00,2,27,100,351,47
파프리카,2020/09/01 23:00,2,26,99,311,47
파프리카,2020/09/02 0:00,1,26,100,336,48
파프리카,2020/09/02 1:00,1,26,100,351,47
파프리카,2020/09/02 2:00,1,25,100,336,47
파프리카,2020/09/02 3:00,2,25,100,348,47
파프리카,2020/09/02 4:00,1,25,100,366,47
